8714c72b-5800-4ee7-91d2-848742701d15,6ec0ee4e-54b8-457a-9245-2f52d879e909_gdc_realn_rehead.bam,a39edb0b4310fa102acfe943387defa5,4796000435,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3697,TCGA-AA-3697-01A,Primary Tumor
1bd24aac-6813-42d2-9f98-232f18e39a75,235f640a-f07d-4856-b3fd-02fc98b9fc35_gdc_realn_rehead.bam,39eab07377a2607d16af2daad907f13d,8391667541,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3697,TCGA-AA-3697-11A,Solid Tissue Normal
a4299481-edf7-4286-892c-d6d4a35e061d,1500d29e-2d78-4f74-ac2f-028808b642f4_gdc_realn_rehead.bam,66f0db3a3b070f88ac143a0f0c0aa005,8008361437,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3712,TCGA-AA-3712-01A,Primary Tumor
56ec9cb6-c34f-413f-b04a-ea2e5e429cd3,0f1ccb71-4229-4285-9236-d108854f52c5_gdc_realn_rehead.bam,6e03291a0aeb478fafbb4ad8ef1d1b4a,7951441439,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3712,TCGA-AA-3712-11A,Solid Tissue Normal
8468a033-502f-4085-a7f4-de4c1922b2fa,f68f332d-7d4d-4ba4-9137-34e7427c640f_gdc_realn_rehead.bam,9e1402e9e7708c363b96b69f9b6fd01e,6204428604,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6598,TCGA-AZ-6598-01A,Primary Tumor
823d6de4-51f2-449c-af2f-2b7f3fd028f2,0a9a59e2-65f1-47dc-a4a0-a8569d1b8eb4_gdc_realn_rehead.bam,75b6abcaf5f668e730628cda0399313d,8601154117,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6598,TCGA-AZ-6598-11A,Solid Tissue Normal
0188bc58-2deb-4978-98c3-3028d6fa61f8,c513f9b0-764d-4db0-a163-9d2b28111957_gdc_realn_rehead.bam,dbf7c6bd6bf2b6888e55dd3f3e6d30e0,5795499393,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6599,TCGA-AZ-6599-01A,Primary Tumor
fa5e83a0-4d1d-46fe-9f11-fb4a5bc2a87f,8c2a2263-d375-421c-8e5a-4fadc6dad2c7_gdc_realn_rehead.bam,88c78fd301e5278489f7a107facbd5ed,8521372321,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6599,TCGA-AZ-6599-11A,Solid Tissue Normal
b22d685f-f23b-4f9e-802e-9615d6ed5484,566e7603-8b68-4d8a-b4a9-b25f4e9e37a3_gdc_realn_rehead.bam,7620ec6e0955e2a42a75b05293c3799a,9432348047,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6600,TCGA-AZ-6600-01A,Primary Tumor
ee631538-5004-4d37-b089-61458c3d638e,7f89b77a-72c8-4eb6-9cf2-b23ec7984d73_gdc_realn_rehead.bam,bb4f284b06c1562799a481a7d87f88e1,5693481140,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6600,TCGA-AZ-6600-11A,Solid Tissue Normal
b5e81d7c-13d2-47d2-ade8-16a9d9f52f54,f5240a4a-21a7-4c49-9e77-34dac20ea35d_gdc_realn_rehead.bam,34fe440822f6f9a8117668959ac38c7d,8413919575,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6601,TCGA-AZ-6601-01A,Primary Tumor
606e4d3b-f02f-4349-bafa-804180766782,661fc01a-65ef-4e4a-8909-d7812cb5974e_gdc_realn_rehead.bam,a1e9c9862d29198e0138bdded1fd2aef,6303220502,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6601,TCGA-AZ-6601-11A,Solid Tissue Normal
b12289f8-8259-428c-ae3e-39190e67a8d1,81023237-0f6d-43e1-9868-72968b7b7abf_gdc_realn_rehead.bam,a389bb4770a7c0efc9371daab11cfebd,8924148260,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6603,TCGA-AZ-6603-01A,Primary Tumor
5b225e8b-014b-4407-bc80-8566b10d9103,511336f1-e7fd-40fa-a4ed-df3730076095_gdc_realn_rehead.bam,f2829a21d61666b92bb79642e8ca3107,5885425826,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6603,TCGA-AZ-6603-11A,Solid Tissue Normal
d366f4e7-0eaf-4c32-a080-864679e1a6ef,21288968-5618-451c-9df6-0e8366d12f1e_gdc_realn_rehead.bam,fc58e77d344c2627d4898467cd075219,6256587264,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6605,TCGA-AZ-6605-01A,Primary Tumor
8828647d-29ac-4ef0-9085-96846c5f1731,3ea4eb1b-812d-414d-bbc1-3051b89b0b45_gdc_realn_rehead.bam,f9417a422495f4510087afd6fce14897,7031367897,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AZ-6605,TCGA-AZ-6605-11A,Solid Tissue Normal
